test_label,scenario_clients,hz,run_id,mean,median,p95,delay_part
visualization_webrtc-unreliable-unordered,100,1,run3,27.5,27.5,27.95,paint_delay_ms
visualization_websocket,100,1,run1,26.825419453887488,27.0,32.0,paint_delay_ms
visualization_websocket,100,1,run2,28.09375,28.0,29.45,paint_delay_ms
visualization_websocket,100,1,run3,29.53333333333333,30.0,31.0,paint_delay_ms
visualization_http-post-long-polling,500,1,run1,7694.388217391304,7468.0,11940.1,paint_delay_ms
visualization_http-post-long-polling,500,1,run2,40.47441091069072,29.0,119.0,paint_delay_ms
visualization_http-post-long-polling,500,1,run3,23.01880678041214,23.0,39.0,paint_delay_ms
visualization_webrtc-reliable-ordered,500,1,run1,247.1175426361504,243.0,334.0,paint_delay_ms
visualization_webrtc-reliable-ordered,500,1,run2,25.054504006631667,25.0,32.0,paint_delay_ms
visualization_webrtc-reliable-ordered,500,1,run3,27.778064819163927,27.0,39.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,500,1,run1,249.84247509892208,246.0,335.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,500,1,run2,27.90279173646008,28.0,37.0,paint_delay_ms
visualization_webrtc-unreliable-unordered,500,1,run3,26.322222222222223,27.0,38.0,paint_delay_ms
visualization_websocket,500,1,run1_ws500_retry5,22.22222222222222,28.0,30.0,paint_delay_ms
visualization_websocket,500,1,run2,27.386151622651425,28.0,31.0,paint_delay_ms
visualization_websocket,500,1,run3,24.87938596491228,25.0,30.0,paint_delay_ms
